x,y,result
119.2,51.71000000000001,out
114.3,91.55000000000001,hit
108.28,102.22,out
174.94,95.96000000000001,out
114.21,191.46,hit
54.6,135.75,out
85.13,149.26999999999998,hit
106.61,116.91,out
136.63,98.74000000000001,out
169.55,159.74,out
101.0,75.0,hit
134.69,102.84,out
158.38,51.81,out
167.36,160.43,hit
174.05,203.85,hit
135.4,83.37,out
124.75,105.80000000000001,hit
102.27,75.49000000000001,out
89.71,167.03,out
115.92,68.47999999999999,out
58.33,140.09,out
122.84,101.88,out
111.56,104.97,out
149.88,102.78,out
146.4,153.18,out
158.23,82.15,out
135.4,113.84,out
193.9,156.04000000000002,out
119.06,181.07,out
132.65,151.23000000000002,out
99.56,207.51,out
155.43,110.33000000000001,out
52.19,162.14,hit
202.9,151.45,out
84.11,90.25999999999999,out
122.65,195.79,out
136.26,61.870000000000005,out
166.08,150.70999999999998,hit
138.44,180.26,out
87.5,92.25,out
202.37,167.91,out
98.52,210.07,hit
61.42,142.62,hit
79.61,159.38,out
101.75,107.91,out
144.27,97.78,out
164.25,128.03,hit
95.59,50.93000000000001,out
68.6,208.9,hit
112.71,174.06,out
108.24,139.28,hit
58.79,124.75,hit
164.4,149.76999999999998,hit
63.57,104.91999999999999,hit
90.83,112.03999999999999,hit
97.55,167.87,out
173.53,111.72999999999999,hit
57.97,129.65,hit
118.83,171.47,out
146.07,77.63999999999999,out
101.31,102.77000000000001,out
122.91,81.07,out
99.7,89.77000000000001,out
45.25,191.21,hit
148.92,96.6,out
65.31,180.3,hit
97.12,186.91,out
121.05,110.96000000000001,hit
87.21,201.56,hit
137.05,94.02000000000001,out
87.93,91.58000000000001,out
183.21,146.79000000000002,out
118.13,93.06,out
109.54,105.81,out
155.24,95.78999999999999,out
57.01,126.58,hit
67.95,133.75,hit
162.63,151.23000000000002,hit
107.19,68.30000000000001,out
127.41,65.55000000000001,out
151.26,98.09,out
45.45,203.57,hit
151.69,104.15,out
47.33,146.19,out
62.49,160.94,out
188.04,157.76,out
109.9,167.93,hit
99.0,96.06,hit
215.36,152.82999999999998,hit
115.06,106.13999999999999,out
73.42,137.67000000000002,hit
108.13,152.48000000000002,hit
164.01,187.26,hit
144.81,122.06,out
161.91,81.31,out
74.36,136.01,out
157.5,80.97999999999999,out
107.6,212.92000000000002,hit
59.43,198.75,hit
142.6,104.63999999999999,out
109.2,110.81,out
164.49,173.92000000000002,out
104.59,86.25999999999999,out
137.35,135.37,hit
60.67,178.05,hit
145.72,160.82999999999998,hit
65.02,130.62,out
131.92,168.26,hit
204.67,211.91,hit
148.22,102.66,out
142.64,77.75,out
200.69,116.68,out
104.37,212.04,hit
55.46,197.34,hit
97.49,222.5,hit
69.58,136.22,hit
154.81,75.72,out
148.34,73.12,out
48.16,156.14,hit
106.11,230.77,hit
104.09,102.80000000000001,out
124.88,94.02000000000001,out
155.32,112.83000000000001,out
103.57,91.47999999999999,out
137.65,103.05000000000001,out
158.36,86.9,out
154.32,201.46,hit
145.68,68.6,out
131.31,104.82,out
127.58,118.11000000000001,out
116.85,152.53,hit
192.21,134.74,out
59.96,173.91,hit
108.73,162.68,hit
122.61,175.14,hit
148.33,113.5,out
180.99,86.84,out
52.18,187.36,hit
212.46,135.5,hit
121.55,91.78,hit
182.79,158.32,out
130.42,48.41999999999999,out
114.98,180.15,out
188.0,141.22,out
161.49,84.25999999999999,out
108.15,103.28,out
168.43,179.54000000000002,out
54.78,170.17000000000002,out
133.29,95.44,out
103.19,189.65,out
156.37,152.73000000000002,hit
100.38,89.19,out
129.45,134.99,hit
124.74,176.14,out
33.09,136.6,out
65.24,137.4,hit
145.77,95.22,out
88.38,178.12,out
103.49,198.47,hit
116.43,102.38999999999999,out
144.14,138.26999999999998,out
186.44,138.28,hit
125.41,98.66999999999999,out
136.89,61.21000000000001,out
163.58,147.44,hit
116.33,60.66999999999999,out
42.47,130.38,hit
186.48,164.44,out
69.8,146.57,hit
122.46,148.47,hit
129.96,96.36000000000001,out
125.12,167.79000000000002,out
171.2,187.56,out
167.71,120.22999999999999,out
141.59,160.97,out
148.53,105.83000000000001,out
67.33,118.74000000000001,out
150.01,100.08000000000001,out
154.37,174.17000000000002,out
55.61,188.16,hit
76.09,86.16,out
99.82,91.81,hit
112.9,147.24,out
183.98,114.00999999999999,out
70.39,140.53,hit
128.85,111.22999999999999,out
63.63,193.56,hit
161.62,195.35,hit
112.0,95.52000000000001,out
116.16,65.49000000000001,hit
121.87,111.71000000000001,out
200.97,176.26,hit
124.31,89.5,out
65.83,134.49,hit
118.78,41.22,out
117.68,60.53,hit
145.45,88.6,out
159.74,166.36,hit
159.63,185.76999999999998,out
128.65,59.389999999999986,out
102.95,89.74000000000001,hit
99.16,86.81,out
113.56,94.50999999999999,out
152.59,88.4,out
89.27,85.97,out
191.64,147.24,out
158.84,83.31,out
109.92,88.4,out
84.03,167.69,out
150.51,91.44999999999999,out
160.53,88.87,out
20.01,151.15,hit
151.37,111.13999999999999,out
136.98,104.69,out
161.96,83.82,out
102.93,99.47999999999999,out
99.98,110.07,out
154.41,103.85,out
116.99,99.22,out
135.75,191.91,out
107.26,113.82,out
226.57,138.79000000000002,hit
136.96,171.23000000000002,out
122.62,147.68,out
134.38,51.84,out
109.86,122.4,out
30.46,158.16,hit
184.17,131.37,hit
145.64,103.71000000000001,out
92.03,165.0,out
112.8,164.07,hit
152.37,186.93,out
190.14,151.01999999999998,out
97.1,104.55000000000001,out
194.32,104.72999999999999,hit
112.02,164.89,out
108.7,100.80000000000001,out
120.03,94.33000000000001,out
119.03,98.00999999999999,hit
141.64,109.0,out
99.87,82.24000000000001,out
131.28,153.59,hit
102.57,111.13,out
122.2,112.27000000000001,out
129.19,100.21000000000001,out
44.03,199.02,hit
147.03,117.00999999999999,out
159.3,115.63,out
154.02,88.78999999999999,out
205.24,116.9,hit
106.61,76.58000000000001,out
165.45,100.12,out
91.3,172.25,out
105.67,99.09,out
160.91,163.01,out
152.55,221.1,hit
166.08,91.09,hit
77.75,120.97999999999999,out
176.45,158.54000000000002,out
134.63,60.91,out
60.11,132.29000000000002,hit
107.72,105.53,out
163.42,150.01,out
85.82,86.47999999999999,out
160.31,148.6,hit
141.65,183.14,out
154.67,79.65,out
167.31,96.87,out
40.67,143.26999999999998,out
156.27,190.72,out
180.06,184.23000000000002,out
83.91,134.51999999999998,out
47.17,161.54000000000002,out
99.16,109.21000000000001,out
125.4,195.99,out
196.53,132.54000000000002,out
63.86,118.72,out
148.82,88.68,out
117.14,93.74000000000001,out
146.72,143.37,out
34.66,149.01,out
129.14,38.41,out
166.16,196.06,out
138.17,117.02000000000001,out
126.8,67.77000000000001,out
87.3,161.41,hit
173.52,177.41,out
162.73,168.22,out
99.37,88.19999999999999,out
96.06,87.72,out
114.97,115.32,out
124.29,104.12,hit
91.8,183.69,out
117.44,154.11,hit
155.96,174.93,out
37.88,139.79000000000002,out
115.33,99.09,out
126.29,116.07,out
113.04,70.91999999999999,hit
131.84,116.66,out
127.17,93.53999999999999,hit
151.56,105.49000000000001,out
130.26,108.77000000000001,out
116.18,111.97999999999999,out
148.66,83.75999999999999,out
97.11,94.41999999999999,out
118.68,197.21,out
72.52,212.8,hit
125.9,114.53,out
188.02,159.14,out
165.9,172.48000000000002,hit
138.0,125.19,out
167.69,105.58000000000001,out
158.12,100.61000000000001,out
90.13,189.71,out
113.7,161.47,hit
148.05,100.1,out
29.38,153.03,hit
99.41,72.59,hit
221.18,167.7,hit
51.85,156.47,out
101.63,56.21000000000001,out
173.97,154.65,out
155.69,86.87,out
144.49,88.4,out
93.56,49.41999999999999,out
125.83,127.76,hit
175.03,116.9,hit
60.54,164.45,out
112.93,141.32999999999998,hit
130.57,109.57,out
179.42,118.44,out
154.56,82.5,out
175.4,121.83000000000001,hit
127.02,70.18,out
185.26,110.74000000000001,out
120.19,113.66,hit
149.07,85.34,out
193.59,93.85,out
34.55,142.86,out
116.74,214.68,out
110.9,131.15,hit
96.4,188.18,hit
109.88,92.47,out
94.92,154.47,hit
144.81,199.26,out
148.45,196.27,out
143.34,211.76,hit
152.45,80.66,out
164.85,119.96000000000001,hit
78.83,209.03,hit
149.89,178.62,out
184.32,139.04000000000002,out
144.49,86.87,out
133.53,152.92000000000002,hit
36.19,156.3,hit
153.42,78.72999999999999,out
113.14,108.66,out
98.67,109.22,out
203.71,133.32999999999998,out
148.51,115.18,out
100.4,160.41,hit
127.13,118.80000000000001,out
148.85,91.44999999999999,out
56.12,150.01,hit
111.13,74.74000000000001,out
160.36,155.44,hit
62.56,164.56,out
152.12,123.74,out
128.43,71.65,out
76.26,152.88,hit
144.36,117.9,out
112.57,106.16999999999999,out
97.63,97.1,out
64.02,119.53,hit
143.91,177.43,out
53.1,120.53,hit
126.62,97.68,hit
85.32,195.09,hit
108.87,104.53999999999999,out
180.92,170.81,out
113.53,104.21000000000001,out
190.76,115.53,out
154.16,203.4,out
205.07,126.74,hit
76.68,146.51999999999998,out
181.33,136.3,out
112.1,85.03999999999999,out
144.66,108.53999999999999,out
179.76,127.75,hit
101.16,104.77000000000001,out
137.43,179.61,out
98.68,170.11,out
103.07,103.1,out
103.83,82.28999999999999,out
184.51,169.82999999999998,out
203.52,113.34,out
80.64,100.24000000000001,hit
99.74,110.31,out
121.93,156.13,hit
172.83,192.39,hit
142.47,121.66,out
156.91,195.32999999999998,out
85.4,131.76999999999998,hit
146.68,182.24,out
98.27,162.84,hit
124.61,202.54,out
101.81,90.59,out
106.32,77.63,out
187.59,144.36,out
102.39,170.91,hit
77.32,155.19,out
101.8,174.06,hit
69.15,129.43,hit
169.27,125.98,out
108.69,91.53,out
198.4,136.74,hit
84.29,137.74,hit
149.2,135.28,hit
130.49,162.29000000000002,out
94.56,106.13,out
69.61,115.88,hit
135.44,165.82999999999998,hit
205.02,159.94,out
217.62,187.54,hit
99.48,96.74000000000001,out
125.45,100.22999999999999,out
102.55,146.88,out
122.47,96.05000000000001,out
117.31,148.41,hit
105.42,115.34,out
148.05,183.93,out
118.47,135.37,out
85.67,142.54000000000002,hit
114.82,80.25,hit
156.87,81.16999999999999,out
100.85,71.56,hit
89.42,147.44,out
139.42,138.35,hit
203.64,127.14,hit
179.06,145.6,hit
97.67,182.86,out
173.13,183.62,hit
96.24,82.27000000000001,hit
110.95,78.13,out
214.49,136.66,hit
125.99,116.9,out
60.74,187.11,hit
205.24,129.63,hit
127.34,189.82999999999998,out
153.94,85.94999999999999,out
93.63,83.78999999999999,out
185.59,138.6,hit
160.5,111.68,out
174.19,82.47,out
100.09,85.34,out
197.64,162.17000000000002,hit
80.28,136.75,hit
210.43,148.65,out
92.54,101.58000000000001,out
121.11,127.95,hit
101.94,186.84,out
69.96,187.01,out
113.29,176.31,out
182.87,170.66,out
114.73,97.31,out
125.96,59.25,out
105.92,148.44,out
198.84,139.99,out
89.2,167.76999999999998,hit
69.41,140.14,out
57.05,124.68,hit
134.32,195.25,out
55.6,115.24000000000001,hit
93.06,88.50999999999999,out
115.4,54.97,out
80.46,75.99000000000001,out
160.99,84.93,out
148.79,118.19999999999999,out
114.34,72.22,out
159.61,204.2,hit
137.63,106.66,out
131.61,155.14,hit
140.59,187.07,out
152.59,77.31,out
213.39,139.39,hit
122.27,168.4,hit
149.15,102.41999999999999,hit
79.45,123.03,hit
123.79,150.53,out
88.31,166.94,out
138.18,120.57,out
156.83,106.81,out
131.5,206.22,out
134.63,114.84,out
135.13,202.68,hit
118.29,104.43,out
107.53,68.44999999999999,out
144.06,93.12,out
101.69,126.82,hit
124.89,151.68,out
105.25,106.58000000000001,out
204.28,121.25999999999999,hit
143.71,110.71000000000001,out
108.04,176.72,hit
171.91,153.38,out
118.6,54.53999999999999,out
129.42,101.63,out
124.85,176.45,hit
127.08,49.889999999999986,out
117.03,207.61,out
163.45,144.32,out
33.98,159.25,hit
117.02,118.22,out
162.77,97.16999999999999,out
160.26,82.07,out
107.88,95.63999999999999,out
119.77,64.99000000000001,out
76.92,147.09,hit
102.89,98.16999999999999,out
112.48,102.1,out
137.0,105.49000000000001,out
157.2,102.12,out
105.31,212.27,out
99.11,80.41,out
124.11,76.62,out
110.78,102.93,out
165.25,122.03,out
128.72,97.88,out
71.25,147.7,out
69.48,155.57999999999998,out
139.13,92.47999999999999,out
127.39,68.55000000000001,out
166.08,149.99,out
169.93,183.87,out
160.92,97.56,out
144.76,86.71000000000001,out
142.08,99.03,out
229.25,154.57,hit
72.43,200.8,hit
112.83,162.57,out
98.66,187.62,out
143.14,100.1,out
220.35,144.39,hit
124.51,107.09,out
101.43,183.18,out
79.65,154.44,out
97.71,104.46000000000001,out
30.45,176.76,hit
150.48,109.9,out
78.87,154.75,out
154.33,84.25,out
218.09,152.76999999999998,hit
188.75,200.77,hit
120.17,79.18,out
147.13,105.87,out
117.85,95.61000000000001,out
140.66,144.24,hit
158.97,83.56,out
80.22,122.78,hit
141.87,138.78,hit
205.24,187.0,hit
82.04,153.0,hit
101.77,127.39,out
178.12,150.87,hit
109.4,100.81,out
118.38,95.78999999999999,hit
76.03,174.67000000000002,out
195.63,143.97,hit
177.12,108.12,out
45.56,167.79000000000002,hit
139.22,41.360000000000014,out
134.24,100.63999999999999,hit
41.63,153.68,hit
69.27,139.74,out
158.9,84.72999999999999,out
110.2,157.79000000000002,hit
81.55,166.09,out
82.48,124.84,hit
57.46,142.5,out
56.03,199.6,hit
128.82,69.81,out
110.36,85.44999999999999,out
127.01,79.65,out
161.09,90.12,out
163.17,155.04000000000002,out
117.29,120.9,out
105.21,104.62,out
79.62,141.41,hit
214.3,132.42000000000002,hit
135.32,107.72,out
162.33,99.1,out
169.6,91.72999999999999,hit
165.44,145.44,hit
103.47,110.41,out
106.16,83.50999999999999,out
79.45,144.11,hit
104.23,102.41999999999999,out
165.03,84.03,out
33.55,138.76,hit
184.54,127.82,hit
153.26,86.13,out
191.21,147.59,hit
97.7,76.21000000000001,out
153.8,95.03999999999999,out
171.5,157.48000000000002,out
105.54,159.38,hit
98.71,90.58000000000001,out
41.27,151.22,hit
98.5,105.27000000000001,out
180.26,166.24,hit
115.68,172.56,out
190.74,163.44,out
139.08,111.31,out
130.97,109.78,out
121.67,104.12,out
136.04,109.78,out
115.21,156.07,hit
104.67,99.86000000000001,out
174.5,121.6,out
158.84,164.76999999999998,out
41.16,130.62,hit
163.17,88.22,out
157.86,229.25,hit
164.96,99.35,out
41.16,140.79000000000002,hit
165.11,84.15,out
100.58,114.33000000000001,out
74.9,164.11,out
146.25,59.84,out
110.1,112.07,out
69.07,139.87,out
158.72,92.19,out
100.8,99.66999999999999,hit
54.86,139.78,hit
168.0,158.07999999999998,hit
104.4,71.63,out
102.55,98.09,out
128.43,171.29000000000002,out
110.52,150.72,hit
146.43,193.06,out
132.89,180.81,out
139.08,107.24000000000001,out
90.26,54.860000000000014,out
46.27,145.70999999999998,hit
212.35,162.55,hit
179.59,203.32999999999998,hit
209.57,202.78,hit
152.54,76.44,out
170.63,122.09,out
177.63,161.88,hit
62.25,190.29,hit
107.54,93.75999999999999,out
170.27,193.04,out
106.95,108.63,out
96.48,106.94999999999999,out
127.17,71.41,out
77.3,190.69,out
104.53,79.41999999999999,out
139.43,94.87,out
119.26,102.44999999999999,hit
34.76,150.43,out
96.79,189.89,out
101.11,82.16,out
165.11,66.13999999999999,out
141.62,102.32,hit
213.8,204.07,hit
163.58,186.01,out
106.78,97.56,out
109.86,210.5,hit
180.75,219.56,hit
96.07,84.52000000000001,out
49.07,149.24,out
28.46,142.86,hit
97.65,114.75,out
204.8,132.15,out
119.77,39.72,out
218.95,137.26,hit
195.51,143.86,out
110.25,71.09,hit
124.04,150.07999999999998,out
128.53,63.97,out
128.08,102.47999999999999,out
131.07,110.05000000000001,out
190.79,162.47,out
108.14,92.52000000000001,out
155.01,85.94,out
93.36,169.25,out
128.21,74.65,out
106.82,192.27,out
154.32,109.94,out
75.52,208.55,hit
114.92,100.30000000000001,out
102.48,78.84,out
130.95,226.84,hit
86.56,90.32,hit
94.79,103.18,out
120.28,103.16,out
133.06,103.1,out
134.29,87.25,out
109.86,95.4,out
118.39,96.15,out
48.34,148.23000000000002,hit
149.96,97.96000000000001,out
103.04,84.87,out
147.13,97.59,out
131.96,202.41,out
91.9,144.41,hit
202.39,165.05,hit
50.77,136.98000000000002,out
82.01,173.75,out
35.7,138.59,hit
138.05,120.19999999999999,out
99.54,204.97,hit
104.53,98.58000000000001,out
61.14,150.68,out
143.71,108.87,out
174.63,118.43,out
194.95,135.22,hit
127.39,66.50999999999999,out
135.03,58.03999999999999,out
134.43,190.67000000000002,out
116.3,103.13999999999999,out
190.33,132.82999999999998,hit
179.71,127.59,out
242.04,171.59,hit
104.11,71.28,out
106.43,101.91999999999999,out
128.91,55.81999999999999,out
112.66,65.49000000000001,out
78.67,124.43,hit
72.41,186.91,out
115.2,67.02000000000001,hit
137.1,111.62,out
74.56,126.06,out
113.93,91.5,out
43.34,144.88,out
114.22,71.12,out
162.24,84.58000000000001,out
101.12,96.08000000000001,out
83.97,92.62,out
112.78,80.6,out
169.17,155.01,hit
157.63,61.81999999999999,out
82.46,127.47,hit
148.02,115.41999999999999,out
150.84,85.28,out
121.63,201.68,out
180.94,141.48000000000002,hit
104.72,108.99000000000001,out
106.21,191.49,out
96.47,168.53,out
74.62,174.5,out
136.84,78.71000000000001,out
108.94,95.0,out
157.23,93.78,out
123.1,114.13,out
130.38,169.57,hit
117.11,133.12,hit
112.78,97.57,out
102.86,86.19,out
99.63,87.88999999999999,out
149.64,75.57,out
87.9,151.13,hit
156.6,171.32,out
206.81,135.73000000000002,hit
168.82,175.32999999999998,out
188.11,123.86,hit
141.72,104.93,out
150.58,116.58000000000001,out
103.24,78.46000000000001,out
122.48,146.05,hit
158.24,133.93,hit
13.36,164.75,hit
96.89,106.72,out
152.77,191.52,out
59.66,179.16,hit
160.26,56.69,out
117.81,106.85,out
114.98,108.72999999999999,out
200.97,169.04000000000002,out
143.07,119.5,out
89.65,148.45,hit
103.97,137.34,out
69.11,132.13,hit
123.22,65.47999999999999,out
110.97,80.0,out
112.81,170.62,out
101.7,82.02000000000001,out
200.13,176.79000000000002,hit
29.59,142.73000000000002,hit
107.67,107.31,out
90.63,89.81,out
122.02,109.81,out
198.08,143.26,hit
62.05,135.73000000000002,out
189.93,153.82999999999998,out
144.9,78.18,out
98.15,107.19,out
123.69,146.05,hit
132.28,125.11,out
214.81,195.49,hit
151.07,93.86000000000001,hit
202.16,157.70999999999998,out
94.08,87.13999999999999,out
131.84,139.7,hit
114.14,199.19,out
118.84,62.41999999999999,hit
154.26,101.16999999999999,out
105.32,92.58000000000001,out
40.95,144.81,hit
100.63,90.78999999999999,out
111.66,106.86000000000001,out
113.47,104.63,out
160.32,85.53999999999999,out
169.7,188.8,out
75.63,192.32,hit
93.71,88.38,out
227.93,161.81,hit
140.24,100.13999999999999,out
89.37,91.19,out
92.78,155.75,out
78.87,191.96,out
80.43,105.68,out
185.34,174.6,out
41.58,146.94,hit
137.87,105.63,out
75.71,177.87,out
80.03,164.94,out
139.02,208.89,out
156.32,115.80000000000001,out
98.28,96.72999999999999,out
94.0,80.91,out
163.69,104.84,out
160.72,80.41999999999999,out
157.26,110.50999999999999,out
107.16,68.50999999999999,out
129.15,89.09,out
123.13,108.03999999999999,out
162.57,158.07,out
91.9,104.6,hit
110.8,112.59,out
210.96,136.36,hit
163.08,147.87,hit
51.94,144.57999999999998,hit
74.69,147.37,hit
105.67,99.16,out
157.63,119.38999999999999,out
100.06,130.3,out
118.24,144.24,hit
175.2,179.06,out
135.54,199.63,out
195.86,208.84,hit
112.28,94.50999999999999,out
120.27,61.28,out
166.84,147.64,hit
116.78,148.31,hit
99.6,77.80000000000001,out
78.24,138.79000000000002,hit
163.42,166.98000000000002,hit
86.58,132.65,hit
117.54,107.41,out
148.35,103.91999999999999,out
118.75,196.95,out
105.94,87.12,out
155.45,94.32,out
109.83,197.93,out
162.67,93.87,out
201.4,157.13,out
52.85,163.22,hit
150.39,153.49,hit
137.91,130.95,out
73.08,147.41,hit
62.6,156.93,hit
147.35,91.86000000000001,out
88.63,91.47,out
54.76,148.81,hit
127.86,81.88999999999999,out
139.02,46.849999999999994,out
128.53,105.19,out
100.03,80.15,hit
54.22,122.06,out
197.19,137.73000000000002,out
217.47,152.55,hit
6.62,167.8,hit
160.94,164.28,hit
116.83,174.7,out
112.55,166.75,hit
93.83,222.18,hit
103.13,80.25,out
112.92,185.61,out
117.13,102.58000000000001,out
136.89,87.41999999999999,out
185.7,133.63,hit
123.96,148.97,hit
161.37,159.98000000000002,out
181.0,156.20999999999998,out
108.99,106.0,out
67.71,190.45,hit
122.95,149.48000000000002,hit
164.73,96.75999999999999,out
168.23,120.22,out
121.3,84.5,out
162.88,144.01999999999998,out
61.41,145.97,hit
94.23,88.71000000000001,out
136.59,95.19,out
88.36,206.77,hit
150.22,184.32999999999998,hit
115.04,60.97999999999999,hit
90.47,186.71,hit
132.53,172.59,out
133.43,109.82,out
129.68,71.34,out
115.95,224.44,hit
100.4,175.76,hit
160.34,172.13,out
101.1,81.78,out
165.61,85.34,out
45.23,132.68,hit
112.28,94.0,out
133.1,158.13,hit
130.7,119.6,out
160.57,126.41,out
167.45,100.28999999999999,out
127.66,78.57,out
128.68,102.52000000000001,out
12.99,158.24,hit
91.05,182.57999999999998,out
124.71,201.5,out
128.81,80.65,out
99.52,103.33000000000001,out
97.2,215.45,hit
120.37,205.54,out
126.59,187.89,out
133.8,109.94,out
117.87,147.44,hit
149.55,116.19,hit
202.84,124.63,out
127.19,169.43,hit
63.05,138.2,out
150.24,108.12,out
103.76,207.3,hit
184.06,115.07,out
149.78,75.65,out
153.68,110.6,out
100.39,90.88999999999999,out
114.14,41.44999999999999,out
65.06,167.51,out
96.1,79.93,out
90.88,67.16999999999999,out
38.8,153.31,out
114.72,91.36000000000001,out
138.68,103.30000000000001,out
89.09,82.33000000000001,out
89.6,142.94,out
73.02,105.34,out
109.63,106.74000000000001,out
164.55,174.12,out
125.52,197.82999999999998,out
78.52,116.66999999999999,hit
163.51,185.88,out
117.73,62.44,out
110.21,76.72999999999999,out
72.02,137.26,hit
154.73,111.94999999999999,out
138.36,169.63,hit
37.68,160.82999999999998,hit
97.41,206.64,hit
105.03,102.59,out
149.93,78.72999999999999,out
161.6,79.30000000000001,out
94.91,54.360000000000014,out
148.27,71.78999999999999,out
202.25,169.82,hit
105.36,102.71000000000001,out
202.72,125.77,hit
123.96,109.78,out
150.45,76.18,out
146.66,156.92000000000002,hit
98.3,84.27000000000001,out
129.67,109.27000000000001,out
148.96,98.21000000000001,out
112.72,110.03999999999999,out
132.27,99.72,out
109.12,168.26,out
111.29,110.69,out
115.03,136.81,hit
58.41,209.17000000000002,hit
106.98,169.34,hit
134.83,60.31,out
157.09,107.46000000000001,out
133.43,70.78999999999999,out
169.14,200.88,hit
140.65,111.44999999999999,out
125.33,113.35,hit
116.45,166.76,out
103.98,207.89,hit
209.81,181.32999999999998,hit
190.44,140.31,hit
98.4,102.72,hit
152.0,74.15,out
207.01,176.45,hit
196.85,123.01,hit
53.85,151.87,out
157.73,128.36,out
127.77,82.28999999999999,out
124.72,64.99000000000001,hit
161.29,130.86,hit
129.29,66.50999999999999,out
52.65,127.98,hit
186.67,114.57,out
170.7,155.0,hit
210.33,140.92000000000002,out
90.72,114.69,out
207.52,152.62,out
107.96,86.36000000000001,out
145.04,91.44999999999999,out
102.35,93.09,out
133.87,60.400000000000006,out
132.79,148.19,hit
44.55,195.57,hit
74.94,183.07,hit
141.47,158.13,hit
131.16,166.14,out
91.44,84.32,out
144.53,101.63,out
146.53,104.69999999999999,out
100.39,86.37,out
140.51,118.87,out
117.1,99.09,out
192.02,148.04000000000002,out
127.5,169.63,out
106.94,90.94,out
181.77,153.98000000000002,hit
109.99,151.0,hit
191.68,138.48000000000002,hit
39.38,140.31,hit
196.41,175.69,hit
146.57,96.03,out
142.11,152.48000000000002,hit
153.63,149.09,hit
92.28,94.03,out
187.99,165.35,out
114.06,95.52000000000001,out
196.35,113.85,hit
157.43,172.47,out
111.01,98.58000000000001,out
150.96,159.87,hit
155.92,83.21000000000001,out
165.53,178.05,out
136.82,102.59,out
141.07,139.11,out
141.49,60.91,hit
189.01,111.46000000000001,hit
166.24,185.43,out
145.04,94.50999999999999,out
200.86,189.36,hit
46.46,145.67000000000002,out
108.83,121.52000000000001,out
34.55,167.9,hit
153.58,98.22999999999999,out
157.57,85.9,out
103.34,80.59,out
79.83,123.08,out
123.01,113.53,out
86.75,179.73000000000002,hit
106.87,111.58000000000001,out
155.78,154.85,out
199.29,126.9,out
143.77,118.94,hit
152.56,167.70999999999998,out
128.29,50.879999999999995,out
71.67,151.1,hit
83.72,159.07999999999998,out
179.61,104.63,out
101.03,164.24,out
124.6,109.57,out
85.86,143.37,hit
81.46,146.82,hit
114.88,107.99000000000001,out
48.82,175.70999999999998,hit
39.26,146.43,hit
132.86,113.9,out
162.49,146.04000000000002,out
103.38,71.19,out
107.2,95.52000000000001,out
121.19,157.64,hit
145.57,103.56,out
78.25,114.44,out
125.49,89.93,out
87.68,85.99000000000001,out
136.72,105.75999999999999,out
145.38,106.35,out
113.07,86.55000000000001,out
156.01,84.62,out
117.23,90.83000000000001,out
172.04,92.07,out
90.97,97.80000000000001,out
85.75,132.66,out
140.96,35.47,out
152.34,107.35,out
171.51,128.65,out
100.2,82.05000000000001,out
135.22,60.69999999999999,hit
189.55,138.49,hit
177.4,134.92000000000002,out
165.64,113.33000000000001,out
160.07,105.44999999999999,out
71.72,167.25,out
111.92,91.9,out
217.15,175.62,hit
115.69,92.66999999999999,out
119.61,189.05,out
179.72,135.48000000000002,hit
99.02,82.46000000000001,out
142.82,81.4,out
53.64,181.34,hit
112.86,121.41999999999999,out
122.43,114.19,out
85.79,155.01999999999998,hit
164.61,92.05000000000001,out
67.89,133.44,out
144.94,88.47,out
149.41,109.61000000000001,out
133.16,101.5,out
103.54,86.07,out
127.78,108.09,out
95.03,93.97999999999999,out
120.41,197.19,out
151.88,111.33000000000001,out
157.78,148.9,hit
136.87,117.12,out
155.06,146.94,out
141.94,109.72,out
148.22,70.19999999999999,out
83.27,151.70999999999998,hit
85.2,135.49,hit
55.83,137.22,hit
138.15,127.67,out
165.26,163.34,out
120.25,175.39,hit
71.93,186.98,out
177.4,208.8,hit
178.49,148.56,hit
66.72,130.78,hit
98.56,79.24000000000001,out
142.7,176.61,out
144.99,94.00999999999999,out
85.98,85.02000000000001,out
85.48,140.7,hit
127.32,107.99000000000001,out
166.8,183.63,out
149.33,139.57,hit
6.06,183.98000000000002,hit
230.61,170.70999999999998,hit
98.88,138.78,hit
112.28,104.69,out
168.29,166.18,out
138.62,103.57,out
100.46,89.02000000000001,out
73.61,175.74,out
102.63,205.46,hit
66.11,150.32999999999998,out
94.32,86.08000000000001,out
120.01,211.91,hit
161.98,137.94,hit
152.25,99.11000000000001,out
98.57,85.96000000000001,out
133.1,135.22,hit
124.33,55.849999999999994,out
200.16,124.54,hit
77.23,135.22,out
176.15,135.93,hit
102.26,84.84,out
203.89,135.85,out
157.56,72.41,out
91.23,153.75,out
79.47,124.99,out
125.54,67.85,out
160.12,110.71000000000001,out
143.05,106.37,out
191.81,158.84,out
120.89,156.16,hit
83.46,113.81,out
144.96,181.57999999999998,hit
122.19,61.18000000000001,out
41.02,144.01,hit
165.75,160.51,hit
161.4,86.72999999999999,out
128.53,66.50999999999999,out
153.61,79.19999999999999,out
132.8,158.26,hit
91.41,99.46000000000001,out
189.89,97.05000000000001,out
119.68,67.08000000000001,out
192.77,198.72,hit
155.96,106.21000000000001,out
52.52,154.01,out
60.44,175.24,hit
235.43,175.79000000000002,hit
138.95,161.32,hit
50.28,199.43,hit
